nounId,nominative,genitive,transformationType,isSlender,syllableCount,nomSuffix,genSuffix,has ea
5435,"cásálach","cásálaí","aí",false,3,"ach","aí","no"
5439,"cásobair","cásoibre","palatalized alt syncope + e",true,3,"obair","oibre","no"
5475,"ceallalóid","ceallalóide","+e",true,3,"d","de","no"
5495,"ceamphróifíl","ceamphróifíle","+e",true,3,"l","le","no"
5511,"ceannadhairt","ceannadhairte","+e",true,3,"t","te","no"
5516,"ceannairc","ceannairce","+e",true,2,"c","ce","no"
5555,"ceannoifig","ceannoifige","+e",true,3,"g","ge","no"
5566,"ceannsraith","ceannsraithe","+e",true,2,"h","he","no"
5575,"ceanrach","ceanraí","aí",false,2,"ach","aí","no"
5589,"ceapach","ceapaí","aí",false,2,"ach","aí","no"
5601,"ceapóg","ceapóige","palatalized alt + e",false,2,"óg","óige","no"
5608,"cearc","circe","palatalized + e",false,1,"cearc","circe","yes"
5609,"cearchaill","cearchaille","+e",true,2,"l","le","no"
5619,"ceardlann","ceardlainne","palatalized alt + e",false,2,"ann","ainne","no"
5620,"ceardscoil","ceardscoile","+e",true,2,"l","le","no"
5627,"cearnóg","cearnóige","palatalized alt + e",false,2,"óg","óige","no"
5675,"ceathairuilleog","ceathairuilleoige","palatalized alt + e",false,4,"og","oige","no"
5698,"ceilp","ceilpe","+e",true,1,"p","pe","no"
5702,"ceilt","ceilte","+e",true,1,"t","te","no"
5709,"ceimic","ceimice","+e",true,2,"c","ce","no"
5718,"ceintíl","ceintíle","+e",true,2,"l","le","no"
5728,"ceird","ceirde","+e",true,1,"d","de","no"
5739,"ceirt","ceirte","+e",true,1,"t","te","no"
5742,"ceirtlis","ceirtlise","+e",true,2,"s","se","no"
5746,"ceist","ceiste","+e",true,1,"t","te","no"
5771,"ceolchoirm","ceolchoirme","+e",true,2,"m","me","no"
5775,"ceolfhoireann","ceolfhoirne","syncope + e",false,3,"reann","rne","yes"
5801,"céadphroinn","céadphroinne","+e",true,2,"n","ne","no"
5842,"céim","céime","+e",true,1,"m","me","no"
5852,"céimroinnt","céimroinnte","+e",true,2,"t","te","no"
5858,"céirseach","céirsí","í",false,2,"seach","sí","yes"
5860,"céis","céise","+e",true,1,"s","se","no"
5867,"ciabh","céibhe","palatalized alt + e",false,1,"ciabh","céibhe","no"
5875,"ciainíd","ciainíde","+e",true,2,"d","de","no"
5876,"ciall","céille","palatalized alt + e",false,1,"ciall","céille","no"
5882,"cian","céine","palatalized alt + e",false,1,"cian","céine","no"
5898,"cianóg","cianóige","palatalized alt + e",false,2,"óg","óige","no"
5913,"ciaróg","ciaróige","palatalized alt + e",false,2,"óg","óige","no"
5926,"ciclid","ciclide","+e",true,2,"d","de","no"
5928,"ciclimin","ciclimine","+e",true,3,"n","ne","no"
5929,"ciclipéid","ciclipéide","+e",true,3,"d","de","no"
5936,"cigilt","cigilte","+e",true,2,"t","te","no"
5944,"cileavatuair","cileavatuaire","+e",true,4,"r","re","no"
5948,"cill","cille","+e",true,1,"l","le","no"
5974,"cinedheighilt","cinedheighilte","+e",true,4,"t","te","no"
5985,"cinneadhfhadhb","cinneadhfhaidhbe","palatalized alt + e",false,3,"adhb","aidhbe","no"
5986,"cinneadhtheoiric","cinneadhtheoirice","+e",true,4,"c","ce","no"
6007,"ciocáid","ciocáide","+e",true,2,"d","de","no"
6040,"cioróis","cioróise","+e",true,2,"s","se","no"
6049,"ciotóg","ciotóige","palatalized alt + e",false,2,"óg","óige","no"
6051,"ciotrainn","ciotrainne","+e",true,2,"n","ne","no"
6066,"cis","cise","+e",true,1,"s","se","no"
6067,"ciseach","cisí","í",false,2,"seach","sí","yes"
6077,"cispheil","cispheile","+e",true,2,"l","le","no"
6079,"cist","ciste","+e",true,1,"t","te","no"
6086,"cistin","cistine","+e",true,2,"n","ne","no"
6099,"cithréim","cithréime","+e",true,2,"m","me","no"
6105,"cits","citse","+e",true,1,"s","se","no"
6107,"ciumhais","ciumhaise","+e",true,2,"s","se","no"
6123,"cíb","cíbe","+e",true,1,"b","be","no"
6133,"cín","cíne","+e",true,1,"n","ne","no"
6135,"cíocáid","cíocáide","+e",true,2,"d","de","no"
6137,"cíoch","cíche","palatalized alt + e",false,1,"íoch","íche","no"
6149,"cíor","círe","palatalized alt + e",false,1,"íor","íre","no"
6166,"círéib","círéibe","+e",true,2,"b","be","no"
6207,"clagarnach","clagarnaí","aí",false,3,"ach","aí","no"
6215,"claig","claige","+e",true,1,"g","ge","no"
6222,"clairnéid","clairnéide","+e",true,2,"d","de","no"
6224,"clais","claise","+e",true,1,"s","se","no"
6251,"clann","clainne","palatalized alt + e",false,1,"ann","ainne","no"
6296,"clasaic","clasaice","+e",true,2,"c","ce","no"
6304,"cláideach","cláidí","í",false,2,"deach","dí","yes"
6308,"cláirnéid","cláirnéide","+e",true,2,"d","de","no"
6309,"cláirseach","cláirsí","í",false,2,"seach","sí","yes"
6320,"clárfhiacail","clárfhiacaile","+e",true,3,"l","le","no"
6321,"clárlann","clárlainne","palatalized alt + e",false,2,"ann","ainne","no"
6368,"cleitearnach","cleitearnaí","aí",false,3,"ach","aí","no"
6372,"cleith","cleithe","+e",true,1,"h","he","no"
6387,"cléir","cléire","+e",true,1,"r","re","no"
6410,"cliarscoil","cliarscoile","+e",true,2,"l","le","no"
6411,"cliath","cléithe","palatalized alt + e",false,1,"liath","léithe","no"
6427,"clib","clibe","+e",true,1,"b","be","no"
6429,"clibirt","clibirte","+e",true,2,"t","te","no"
6438,"cling","clinge","+e",true,1,"g","ge","no"
6447,"cliobóg","cliobóige","palatalized alt + e",false,2,"óg","óige","no"
6481,"cloch","cloiche","palatalized alt + e",false,1,"och","oiche","no"
6509,"clogarnach","clogarnaí","aí",false,3,"ach","aí","no"
6540,"cló-aghaidh","cló-aghaidhe","+e",true,2,"h","he","no"
6554,"clófhoireann","clófhoirne","syncope + e",false,3,"reann","rne","yes"
6557,"clóic","clóice","+e",true,1,"c","ce","no"
6560,"clóiríd","clóiríde","+e",true,2,"d","de","no"
6564,"clóis","clóise","+e",true,1,"s","se","no"
6566,"clólann","clólainne","palatalized alt + e",false,2,"ann","ainne","no"
6583,"clóscríbhinn","clóscríbhinne","+e",true,3,"n","ne","no"
6596,"cluas","cluaise","palatalized alt + e",false,1,"as","aise","no"
6622,"cluimhreach","cluimhrí","í",false,2,"reach","rí","yes"
6632,"clúid","clúide","+e",true,1,"d","de","no"
6650,"cnagarnach","cnagarnaí","aí",false,3,"ach","aí","no"
6656,"cnagshingil","cnagshingile","+e",true,3,"l","le","no"
6657,"cnaguirlis","cnaguirlise","+e",true,3,"s","se","no"
6685,"cnáfairt","cnáfairte","+e",true,2,"t","te","no"
6686,"cnáib","cnáibe","+e",true,1,"b","be","no"
6699,"cnámh","cnáimhe","palatalized alt + e",false,1,"ámh","áimhe","no"
6710,"cnámhóg","cnámhóige","palatalized alt + e",false,2,"óg","óige","no"
6731,"cniogóg","cniogóige","palatalized alt + e",false,2,"óg","óige","no"
6798,"codaisíl","codaisíle","+e",true,3,"l","le","no"
6825,"cogarnach","cogarnaí","aí",false,3,"ach","aí","no"
6837,"coibhéis","coibhéise","+e",true,2,"s","se","no"
6844,"coicís","coicíse","+e",true,2,"s","se","no"
6850,"coigeal","coigile","palatalized + e",false,2,"geal","gile","yes"
6851,"coigealach","coigealaí","aí",false,3,"ach","aí","no"
6857,"coigilt","coigilte","+e",true,2,"t","te","no"
6863,"coigríoch","coigríche","palatalized alt + e",false,2,"íoch","íche","no"
6885,"coill","coille","+e",true,1,"l","le","no"
6898,"coim","coime","+e",true,1,"m","me","no"
6914,"coimhlint","coimhlinte","+e",true,2,"t","te","no"
6931,"coimpléid","coimpléide","+e",true,2,"d","de","no"
6941,"coinbhint","coinbhinte","+e",true,2,"t","te","no"
6946,"coincleach","coinclí","í",false,2,"leach","lí","yes"
6947,"coincréit","coincréite","+e",true,2,"t","te","no"
6949,"coindris","coindrise","+e",true,2,"s","se","no"
6965,"coinneal","coinnle","syncope + e",false,2,"neal","nle","yes"
6992,"cointinn","cointinne","+e",true,2,"n","ne","no"
6996,"coir","coire","+e",true,1,"r","re","no"
7002,"coirceog","coirceoige","palatalized alt + e",false,2,"og","oige","no"
7023,"coirm","coirme","+e",true,1,"m","me","no"
7036,"coirt","coirte","+e",true,1,"t","te","no"
7042,"coiscéim","coiscéime","+e",true,2,"m","me","no"
7072,"colainn","colainne","+e",true,2,"n","ne","no"
7088,"colgrach","colgraí","aí",false,2,"ach","aí","no"
7092,"collaigin","collaigine","+e",true,3,"n","ne","no"
7094,"colláid","colláide","+e",true,2,"d","de","no"
7107,"cológ","colóige","palatalized alt + e",false,2,"óg","óige","no"
7109,"colpach","colpaí","aí",false,2,"ach","aí","no"
7117,"colúnáid","colúnáide","+e",true,3,"d","de","no"
7126,"comaoin","comaoine","+e",true,2,"n","ne","no"
7138,"comhadlann","comhadlainne","palatalized alt + e",false,3,"ann","ainne","no"
7193,"comhbheith","comhbheithe","+e",true,2,"h","he","no"
7219,"comhcheilg","comhcheilge","+e",true,2,"g","ge","no"
7271,"comhdhúil","comhdhúile","+e",true,2,"l","le","no"
7297,"comhfhuaim","comhfhuaime","+e",true,2,"m","me","no"
7300,"comhghairm","comhghairme","+e",true,2,"m","me","no"
7372,"comhréir","comhréire","+e",true,2,"r","re","no"
7380,"comhroinnt","comhroinnte","+e",true,2,"t","te","no"
7447,"comparáid","comparáide","+e",true,3,"d","de","no"
7466,"conair","conaire","+e",true,2,"r","re","no"
7467,"conairt","conairte","+e",true,2,"t","te","no"
7473,"conbharsáid","conbharsáide","+e",true,3,"d","de","no"
7480,"conclúid","conclúide","+e",true,2,"d","de","no"
7481,"concordáid","concordáide","+e",true,3,"d","de","no"
7519,"conspóid","conspóide","+e",true,2,"d","de","no"
7522,"constaic","constaice","+e",true,2,"c","ce","no"
7539,"contúirt","contúirte","+e",true,2,"t","te","no"
7540,"copail","copaile","+e",true,2,"l","le","no"
7546,"copóg","copóige","palatalized alt + e",false,2,"óg","óige","no"
7563,"corcach","corcaí","aí",false,2,"ach","aí","no"
7594,"corpacmhainn","corpacmhainne","+e",true,3,"n","ne","no"
7595,"corparáid","corparáide","+e",true,3,"d","de","no"
7610,"corr","coirre","palatalized alt + e",false,1,"orr","oirre","no"
7612,"corrabhuais","corrabhuaise","+e",true,3,"s","se","no"
7641,"corrmhéar","corrmhéire","palatalized alt + e",false,2,"éar","éire","no"
7644,"corróg","corróige","palatalized alt + e",false,2,"óg","óige","no"
7653,"cos","coise","palatalized alt + e",false,1,"os","oise","no"
7679,"cosmaid","cosmaide","+e",true,2,"d","de","no"
7682,"cosmhuintir","cosmhuintire","+e",true,3,"r","re","no"
7689,"costóg","costóige","palatalized alt + e",false,2,"óg","óige","no"
7705,"cothromóid","cothromóide","+e",true,3,"d","de","no"
7737,"cógaslann","cógaslainne","palatalized alt + e",false,3,"ann","ainne","no"
7744,"cóilis","cóilise","+e",true,2,"s","se","no"
7755,"cóimhéid","cóimhéide","+e",true,2,"d","de","no"
7760,"cóip","cóipe","+e",true,1,"p","pe","no"
7780,"cóisir","cóisire","+e",true,2,"r","re","no"
7800,"cónaidhm","cónaidhme","+e",true,2,"m","me","no"
7833,"córlann","córlainne","palatalized alt + e",false,2,"ann","ainne","no"
7837,"córscoil","córscoile","+e",true,2,"l","le","no"
7839,"cósleitís","cósleitíse","+e",true,3,"s","se","no"
7850,"craic","craice","+e",true,1,"c","ce","no"
7867,"crangaid","crangaide","+e",true,2,"d","de","no"
7882,"crannlann","crannlainne","palatalized alt + e",false,2,"ann","ainne","no"
7884,"crannóg","crannóige","palatalized alt + e",false,2,"óg","óige","no"
7896,"craobh","craoibhe","palatalized alt + e",false,1,"obh","oibhe","no"
7906,"craobhóg","craobhóige","palatalized alt + e",false,2,"óg","óige","no"
7944,"crág","cráige","palatalized alt + e",false,1,"ág","áige","no"
7959,"cráinbheach","cráinbheiche","palatalized alt + e",false,2,"each","eiche","yes"
7978,"creach","creiche","palatalized alt + e",false,1,"each","eiche","yes"
8008,"creatlach","creatlaí","aí",false,2,"ach","aí","no"
8021,"creig","creige","+e",true,1,"g","ge","no"
8022,"creill","creille","+e",true,1,"l","le","no"
8041,"créafóg","créafóige","palatalized alt + e",false,2,"óg","óige","no"
8053,"créip","créipe","+e",true,1,"p","pe","no"
8079,"criostailít","criostailíte","+e",true,3,"t","te","no"
8096,"critic","critice","+e",true,2,"c","ce","no"
8099,"critíc","critíce","+e",true,2,"c","ce","no"
8105,"críoch","críche","palatalized alt + e",false,1,"íoch","íche","no"
8110,"críochdheighilt","críochdheighilte","+e",true,3,"t","te","no"
8131,"crobhaing","crobhainge","+e",true,2,"g","ge","no"
8143,"croch","croiche","palatalized alt + e",false,1,"och","oiche","no"
8152,"crochóg","crochóige","palatalized alt + e",false,2,"óg","óige","no"
8164,"croinic","croinice","+e",true,2,"c","ce","no"
8169,"croit","croite","+e",true,1,"t","te","no"
8174,"croithleog","croithleoige","palatalized alt + e",false,2,"og","oige","no"
8194,"cromfhearsaid","cromfhearsaide","+e",true,3,"d","de","no"
8196,"cromóg","cromóige","palatalized alt + e",false,2,"óg","óige","no"
8207,"cros","croise","palatalized alt + e",false,1,"os","oise","no"
8212,"crosáid","crosáide","+e",true,2,"d","de","no"
8254,"crothóg","crothóige","palatalized alt + e",false,2,"óg","óige","no"
8275,"cróimít","cróimíte","+e",true,2,"t","te","no"
8281,"crólinn","crólinne","+e",true,2,"n","ne","no"
8303,"crónghiúis","crónghiúise","+e",true,2,"s","se","no"
8316,"cruach","cruaiche","palatalized alt + e",false,1,"ach","aiche","no"
8331,"cruachóip","cruachóipe","+e",true,2,"p","pe","no"
8350,"cruib","cruibe","+e",true,1,"b","be","no"
8355,"cruimh","cruimhe","+e",true,1,"h","he","no"
8364,"cruinneog","cruinneoige","palatalized alt + e",false,2,"og","oige","no"
8372,"cruinnphéist","cruinnphéiste","+e",true,2,"t","te","no"
8376,"cruit","cruite","+e",true,1,"t","te","no"
8386,"cruóg","cruóige","palatalized alt + e",false,1,"óg","óige","no"
8400,"crúb","crúibe","palatalized alt + e",false,1,"úb","úibe","no"
8403,"crúbadach","crúbadaí","aí",false,3,"ach","aí","no"
8417,"crúibíneach","crúibíní","í",false,3,"neach","ní","yes"
8426,"cuach","cuaiche","palatalized alt + e",false,1,"ach","aiche","no"
8436,"cuachóg","cuachóige","palatalized alt + e",false,2,"óg","óige","no"
8448,"cuain","cuaine","+e",true,1,"n","ne","no"
8453,"cuairt","cuairte","+e",true,1,"t","te","no"
8492,"cuasnóg","cuasnóige","palatalized alt + e",false,2,"óg","óige","no"
8503,"cufróg","cufróige","palatalized alt + e",false,2,"óg","óige","no"
8521,"cuigeann","cuiginne","palatalized + e",false,2,"geann","ginne","yes"
8522,"cuil","cuile","+e",true,1,"l","le","no"
8529,"cuileog","cuileoige","palatalized alt + e",false,2,"og","oige","no"
8538,"cuilt","cuilte","+e",true,1,"t","te","no"
8544,"cuimilt","cuimilte","+e",true,2,"t","te","no"
8555,"cuing","cuinge","+e",true,1,"g","ge","no"
8561,"cuinneog","cuinneoige","palatalized alt + e",false,2,"og","oige","no"
8588,"cuiteog","cuiteoige","palatalized alt + e",false,2,"og","oige","no"
8593,"culaith","culaithe","+e",true,2,"h","he","no"
8609,"cumarsáid","cumarsáide","+e",true,3,"d","de","no"
8638,"cuntaois","cuntaoise","+e",true,2,"s","se","no"
8654,"curach","curaí","aí",false,2,"ach","aí","no"
8712,"cúileann","cúilinne","palatalized + e",false,2,"leann","linne","yes"
8728,"cúirt","cúirte","+e",true,1,"t","te","no"
8734,"cúirtéis","cúirtéise","+e",true,2,"s","se","no"
8736,"cúirtéiseánach","cúirtéiseánaí","aí",false,4,"ach","aí","no"
8739,"cúis","cúise","+e",true,1,"s","se","no"
8779,"cúlchaint","cúlchainte","+e",true,2,"t","te","no"
8785,"cúlchistin","cúlchistine","+e",true,3,"n","ne","no"
8793,"cúlchríoch","cúlchríche","palatalized alt + e",false,2,"íoch","íche","no"
8812,"cúloifig","cúloifige","+e",true,3,"g","ge","no"
8813,"cúlóg","cúlóige","palatalized alt + e",false,2,"óg","óige","no"
8823,"cúlráid","cúlráide","+e",true,2,"d","de","no"
8828,"cúlslais","cúlslaise","+e",true,2,"s","se","no"
8832,"cúlsplanc","cúlsplaince","palatalized alt + e",false,2,"anc","aince","no"
8864,"cúpóil","cúpóile","+e",true,2,"l","le","no"
8874,"cúróg","cúróige","palatalized alt + e",false,2,"óg","óige","no"
8885,"dabhach","daibhche","palatalized alt syncope + e",false,2,"abhach","aibhche","no"
8886,"dabhaid","dabhaide","+e",true,2,"d","de","no"
8906,"daigh","daighe","+e",true,1,"h","he","no"
8907,"daighear","daighre","syncope + e",false,2,"hear","hre","yes"
8927,"dairt","dairte","+e",true,1,"t","te","no"
8957,"dallóg","dallóige","palatalized alt + e",false,2,"óg","óige","no"
8986,"danaid","danaide","+e",true,2,"d","de","no"
9020,"daonscoil","daonscoile","+e",true,2,"l","le","no"
9027,"daorbhreith","daorbhreithe","+e",true,2,"h","he","no"
9067,"dáileog","dáileoige","palatalized alt + e",false,2,"og","oige","no"
9070,"dáimh","dáimhe","+e",true,1,"h","he","no"
9078,"dámh","dáimhe","palatalized alt + e",false,1,"ámh","áimhe","no"
9081,"dámhscoil","dámhscoile","+e",true,2,"l","le","no"
9085,"dánlann","dánlainne","palatalized alt + e",false,2,"ann","ainne","no"
9134,"dea-mhéin","dea-mhéine","+e",true,2,"n","ne","no"
9159,"deabhóid","deabhóide","+e",true,2,"d","de","no"
9182,"deais","deaise","+e",true,1,"s","se","no"
9187,"dealbh","deilbhe","palatalized alt + e",false,1,"ealbh","eilbhe","yes"
9192,"dealg","deilge","palatalized alt + e",false,1,"ealg","eilge","yes"
9213,"deannóg","deannóige","palatalized alt + e",false,2,"óg","óige","no"
9273,"dearlaic","dearlaice","+e",true,2,"c","ce","no"
9288,"deasc","deisce","palatalized alt + e",false,1,"easc","eisce","yes"
9293,"deaschaint","deaschainte","+e",true,2,"t","te","no"
9302,"deasóg","deasóige","palatalized alt + e",false,2,"óg","óige","no"
9314,"deic","deice","+e",true,1,"c","ce","no"
9320,"deicibeil","deicibeile","+e",true,3,"l","le","no"
9322,"deicíl","deicíle","+e",true,2,"l","le","no"
9323,"deicrimint","deicriminte","+e",true,3,"t","te","no"
9325,"deifir","deifre","syncope + e",true,2,"fir","fre","no"
9327,"deighilt","deighilte","+e",true,2,"t","te","no"
9331,"deil","deile","+e",true,1,"l","le","no"
9332,"deilbh","deilbhe","+e",true,1,"h","he","no"
9339,"deilf","deilfe","+e",true,1,"f","fe","no"
9343,"deilgneach","deilgní","í",false,2,"neach","ní","yes"
9350,"deilt","deilte","+e",true,1,"t","te","no"
9362,"deir","deire","+e",true,1,"r","re","no"
9365,"deirc","deirce","+e",true,1,"c","ce","no"
9378,"deis","deise","+e",true,1,"s","se","no"
9406,"deoir","deoire","+e",true,1,"r","re","no"
9434,"dé-ocsaíd","dé-ocsaíde","+e",true,2,"d","de","no"
9437,"déabhlóid","déabhlóide","+e",true,2,"d","de","no"
9444,"déadchíor","déadchíre","palatalized alt + e",false,2,"íor","íre","no"
9479,"décharbónáit","décharbónáite","+e",true,4,"t","te","no"
9497,"déil","déile","+e",true,1,"l","le","no"
9505,"déirc","déirce","+e",true,1,"c","ce","no"
9515,"déistin","déistine","+e",true,2,"n","ne","no"
9561,"diaicritic","diaicritice","+e",true,3,"c","ce","no"
9564,"diail","diaile","+e",true,1,"l","le","no"
9572,"dialann","dialainne","palatalized alt + e",false,2,"ann","ainne","no"
9576,"diallait","diallaite","+e",true,2,"t","te","no"
9581,"dialóg","dialóige","palatalized alt + e",false,2,"óg","óige","no"
9624,"dias","déise","palatalized alt + e",false,1,"dias","déise","no"
9637,"diathair","diathaire","+e",true,2,"r","re","no"
9666,"diméin","diméine","+e",true,2,"n","ne","no"
9671,"ding","dinge","+e",true,1,"g","ge","no"
9678,"dinglis","dinglise","+e",true,2,"s","se","no"
9679,"dinimic","dinimice","+e",true,3,"c","ce","no"
9682,"dinimít","dinimíte","+e",true,3,"t","te","no"
9695,"diomailt","diomailte","+e",true,2,"t","te","no"
9721,"diosmaid","diosmaide","+e",true,2,"d","de","no"
9727,"dip","dipe","+e",true,1,"p","pe","no"
9734,"discréid","discréide","+e",true,2,"d","de","no"
9737,"dispeansáid","dispeansáide","+e",true,3,"d","de","no"
9746,"diúg","diúige","palatalized alt + e",false,1,"úg","úige","no"
9761,"diúlfhiacail","diúlfhiacaile","+e",true,3,"l","le","no"
9785,"díbheirg","díbheirge","+e",true,2,"g","ge","no"
9787,"díbhinn","díbhinne","+e",true,2,"n","ne","no"
9832,"dídean","dídine","palatalized + e",false,2,"dean","dine","yes"
9862,"dílleachtlann","dílleachtlainne","palatalized alt + e",false,3,"ann","ainne","no"
9875,"dím","díme","+e",true,1,"m","me","no"
9887,"dín","díne","+e",true,1,"n","ne","no"
9893,"dínit","dínite","+e",true,2,"t","te","no"
9906,"díog","díge","palatalized alt + e",false,1,"íog","íge","no"
9907,"díogarnach","díogarnaí","aí",false,3,"ach","aí","no"
9912,"díograis","díograise","+e",true,2,"s","se","no"
9959,"díospóid","díospóide","+e",true,2,"d","de","no"
9976,"dírbheathaisnéis","dírbheathaisnéise","+e",true,4,"s","se","no"
9995,"dís","díse","+e",true,1,"s","se","no"
9996,"dísc","dísce","+e",true,1,"c","ce","no"
10020,"díth","díthe","+e",true,1,"h","he","no"
10026,"díthreabh","díthreibhe","palatalized alt + e",false,2,"eabh","eibhe","yes"
10033,"dlaíóg","dlaíóige","palatalized alt + e",false,1,"óg","óige","no"
10053,"dlúimh","dlúimhe","+e",true,1,"h","he","no"
10059,"dlútharmóin","dlútharmóine","+e",true,3,"n","ne","no"
10134,"doghrainn","doghrainne","+e",true,2,"n","ne","no"
10154,"doineann","doininne","palatalized + e",false,2,"neann","ninne","yes"
10161,"doirb","doirbe","+e",true,1,"b","be","no"
10168,"doirneog","doirneoige","palatalized alt + e",false,2,"og","oige","no"
10192,"domhain","doimhne","palatalized alt syncope + e",true,2,"omhain","oimhne","no"
10230,"donnóg","donnóige","palatalized alt + e",false,2,"óg","óige","no"
10251,"dordveidhil","dordveidhle","syncope + e",true,3,"hil","hle","no"
10264,"dornóg","dornóige","palatalized alt + e",false,2,"óg","óige","no"
10266,"dorr","doirre","palatalized alt + e",false,1,"orr","oirre","no"
10296,"dócmhainn","dócmhainne","+e",true,2,"n","ne","no"
10305,"dóib","dóibe","+e",true,1,"b","be","no"
10306,"dóid","dóide","+e",true,1,"d","de","no"
10310,"dóigh","dóighe","+e",true,1,"h","he","no"
10348,"draid","draide","+e",true,1,"d","de","no"
10366,"dramhaltach","dramhaltaí","aí",false,3,"ach","aí","no"
10386,"draoib","draoibe","+e",true,1,"b","be","no"
10410,"dreancaid","dreancaide","+e",true,2,"d","de","no"
10427,"dreigít","dreigíte","+e",true,2,"t","te","no"
10442,"dréim","dréime","+e",true,1,"m","me","no"
10448,"drilic","drilice","+e",true,2,"c","ce","no"
10456,"drioglann","drioglainne","palatalized alt + e",false,2,"ann","ainne","no"
10459,"dris","drise","+e",true,1,"s","se","no"
10462,"driseog","driseoige","palatalized alt + e",false,2,"og","oige","no"
10472,"drithleog","drithleoige","palatalized alt + e",false,2,"og","oige","no"
10493,"droch-chríoch","droch-chríche","palatalized alt + e",false,1,"íoch","íche","no"
10510,"drochbhail","drochbhaile","+e",true,2,"l","le","no"
10545,"drochiontaoibh","drochiontaoibhe","+e",true,3,"h","he","no"
10556,"drochobair","drochoibre","palatalized alt syncope + e",true,3,"obair","oibre","no"
10584,"drochtheist","drochtheiste","+e",true,2,"t","te","no"
10591,"drochuair","drochuaire","+e",true,2,"r","re","no"
10623,"dromainn","dromainne","+e",true,2,"n","ne","no"
10635,"drong","droinge","palatalized alt + e",false,1,"ong","oinge","no"
10640,"dronn","droinne","palatalized alt + e",false,1,"onn","oinne","no"
10646,"dronuilleog","dronuilleoige","palatalized alt + e",false,3,"og","oige","no"
10647,"dronuillinn","dronuillinne","+e",true,3,"n","ne","no"
10650,"drólann","drólainne","palatalized alt + e",false,2,"ann","ainne","no"
10660,"druid","druide","+e",true,1,"d","de","no"
10662,"druil","druile","+e",true,1,"l","le","no"
10682,"drúis","drúise","+e",true,1,"s","se","no"
10690,"drúthlann","drúthlainne","palatalized alt + e",false,2,"ann","ainne","no"
10693,"duainéis","duainéise","+e",true,2,"s","se","no"
10695,"duais","duaise","+e",true,1,"s","se","no"
10736,"dufair","dufaire","+e",true,2,"r","re","no"
10755,"duilleog","duilleoige","palatalized alt + e",false,2,"og","oige","no"
10765,"duirling","duirlinge","+e",true,2,"g","ge","no"
10771,"dumhach","duimhche","palatalized alt syncope + e",false,2,"umhach","uimhche","no"
10787,"dúbailt","dúbailte","+e",true,2,"t","te","no"
10802,"dúcheist","dúcheiste","+e",true,2,"t","te","no"
10820,"dúid","dúide","+e",true,1,"d","de","no"
10823,"dúil","dúile","+e",true,1,"l","le","no"
10839,"dúléim","dúléime","+e",true,2,"m","me","no"
10865,"dúnghaois","dúnghaoise","+e",true,2,"s","se","no"
10895,"dúshraith","dúshraithe","+e",true,2,"h","he","no"
10916,"eachlann","eachlainne","palatalized alt + e",false,2,"ann","ainne","no"
10946,"eadarlúid","eadarlúide","+e",true,3,"d","de","no"
10954,"eagaois","eagaoise","+e",true,2,"s","se","no"
10961,"eaglais","eaglaise","+e",true,2,"s","se","no"
10977,"ealaín","ealaíne","+e",true,2,"n","ne","no"
10991,"eangach","eangaí","aí",false,2,"ach","aí","no"
11013,"earr","eirre","palatalized alt + e",false,1,"earr","eirre","yes"
11020,"earráid","earráide","+e",true,2,"d","de","no"
11039,"eascann","eascainne","palatalized alt + e",false,2,"ann","ainne","no"
11055,"easmailt","easmailte","+e",true,2,"t","te","no"
11061,"easóg","easóige","palatalized alt + e",false,2,"óg","óige","no"
11075,"easurraim","easurraime","+e",true,3,"m","me","no"
11084,"eibheardhióirít","eibheardhióiríte","+e",true,4,"t","te","no"
11102,"eilc","eilce","+e",true,1,"c","ce","no"
11107,"eilifint","eilifinte","+e",true,3,"t","te","no"
11109,"eilimint","eiliminte","+e",true,3,"t","te","no"
11110,"eilit","eilite","+e",true,2,"t","te","no"
11123,"einsím","einsíme","+e",true,2,"m","me","no"
11135,"eipic","eipice","+e",true,2,"c","ce","no"
11140,"eipidéim","eipidéime","+e",true,3,"m","me","no"
11147,"eipistil","eipistile","+e",true,3,"l","le","no"
11154,"eireog","eireoige","palatalized alt + e",false,2,"og","oige","no"
11179,"eiseamláir","eiseamláire","+e",true,3,"r","re","no"
11189,"eisichreatlach","eisichreatlaí","aí",false,4,"ach","aí","no"
11225,"eiteog","eiteoige","palatalized alt + e",false,2,"og","oige","no"
11236,"eitic","eitice","+e",true,2,"c","ce","no"
11238,"eitil","eitile","+e",true,2,"l","le","no"
11240,"eitilt","eitilte","+e",true,2,"t","te","no"
11242,"eitinn","eitinne","+e",true,2,"n","ne","no"
11246,"eitleog","eitleoige","palatalized alt + e",false,2,"og","oige","no"
11256,"eitpheil","eitpheile","+e",true,2,"l","le","no"
11266,"eochairmhír","eochairmhíre","+e",true,3,"r","re","no"
11274,"eoclaip","eoclaipe","+e",true,2,"p","pe","no"
11288,"eotanáis","eotanáise","+e",true,3,"s","se","no"
11292,"éabhlóid","éabhlóide","+e",true,2,"d","de","no"
11322,"éadóigh","éadóighe","+e",true,2,"h","he","no"
11348,"éagmais","éagmaise","+e",true,2,"s","se","no"
11350,"éagnairc","éagnairce","+e",true,2,"c","ce","no"
11375,"éalang","éalainge","palatalized alt + e",false,2,"ang","ainge","no"
